2.279868400433146258e-01,2.839725632482092608e-05,1.994707566556789755e-02,5.820419988034996270e-09,2.752444940251889266e-02,2.425201917697666863e-14,1.176036373134920394e-09,1.475735206638030788e-04,1.333259681779044166e-05,1.011466872006617189e-02
6.199866256464386244e-02,1.792523159445138933e-06,1.133321350949797329e-02,5.269280135651203479e-05,1.817492756953619504e-01,5.714264771372110334e-07,2.939519486772503682e-05,2.384486274061305231e-03,5.083017684666830613e-03,7.071326135668306624e-04
1.316056380310542950e-03,4.056138352336830805e-15,2.333288917590126341e-22,9.326834088660015899e-05,1.791770851778389309e-02,3.970266226514679048e-04,1.134183803574038175e-05,4.900162911333377780e-01,3.556007192025960156e-15,2.713408148629626082e-21
6.852969436131968635e-03,6.563947882148790446e-06,2.174400228506067321e-07,1.119867359847885732e-03,6.444247746229459471e-03,7.969795689123465587e-02,8.107551670254346809e-02,1.190156466531425844e-03,8.483048932740532927e-06,5.092527807036672841e-07
3.314740391187902499e-11,7.779159216264641729e-04,7.000035080561664048e-04,3.569172590735567897e-03,2.823276910771402038e-12,3.841979912099577213e-04,6.647569976288827398e-01,1.206239983556763390e-09,2.100066296142089409e-03,7.743315703237423444e-05
5.988364098709481697e-06,1.446804888618210816e-06,4.687425004299606110e-07,1.100664750268419249e-02,5.202965165573114926e-06,2.653024265039558016e-01,1.676528233313303445e-02,2.086524974169365524e-06,8.980076651279682611e-08,3.632062136929357323e-08
7.233327169179988494e-04,5.747179432075102089e-03,9.446434533696191650e-05,7.376936152605872189e-07,5.233645216805730277e-02,2.509217503301165396e-12,8.804079546038764935e-10,3.918101457754807372e-03,6.215430625741463939e-04,1.655102352853435876e-01
1.674608808959740622e-08,1.715001312456768678e-01,1.159137345546084469e-01,9.028483496172444572e-07,2.114698943094477771e-07,5.892622369763544297e-10,4.253613555734104650e-08,3.767514755028999852e-10,1.765968113429491892e-01,1.957948970141013250e-03
5.160019794470285271e-11,2.443211572632275402e-04,2.788941155604456879e-01,1.741303641071597082e-06,6.195297124626663282e-13,7.563849822882557673e-10,1.547916721767320301e-08,1.079636670292247547e-10,7.280316782811125195e-06,2.748860899822710372e-03
5.614085529160451527e-09,3.608988567133769674e-03,1.190982841214470456e-01,1.640240752687548852e-13,2.819754811917479629e-11,2.734950819655589688e-16,3.159582473326240872e-11,8.009105767955191370e-10,4.666477186129562430e-04,1.296011882479417010e-01
3.121757877332821396e-01,1.190866097988229223e-10,4.789992535150149316e-15,3.027278285030985384e-09,3.802634224130143855e-04,6.286585438995961406e-09,7.222856978636677108e-09,2.271798177136351380e-03,5.414366019727005321e-12,3.590330988346298031e-13
1.425791093762811441e-02,8.530119543549090885e-08,1.823668484892308967e-08,4.973860311679884245e-03,3.055894264299917062e-01,2.552636120794987001e-02,4.934179180121731241e-03,3.667060863987587618e-04,1.655923743350690418e-04,3.204561512059664500e-06
3.230733720871170871e-03,4.955323298138358812e-03,1.967759962135545368e-02,1.060520956118068525e-11,1.132507910890469954e-01,5.665089401226183332e-15,3.525016225330371363e-14,2.081558040315427405e-01,2.508452183719921330e-06,1.875940139970851822e-02
3.772002814563643613e-02,4.654215795507827755e-03,8.544312310557613350e-04,1.261164826632214971e-02,7.353616273248520267e-04,9.988177201336327637e-02,1.948640988328962514e-02,4.147283844824807206e-03,1.136497865519556699e-06,2.979126259899380488e-06
3.875525089136487714e-08,8.504199918303913467e-06,4.742066106221188533e-07,4.128152114291161467e-01,1.533964232226082840e-07,3.958706928038454448e-03,9.953459942939765770e-03,6.856164768424160115e-09,2.490972886888665104e-06,1.432402689146349944e-08
7.617014206459351211e-05,3.677561686047273008e-03,6.339649181982397620e-04,4.846352498681662929e-02,4.485149421961693791e-03,1.894886943087807918e-01,7.451412265669131452e-02,8.356045241964784242e-04,1.416213131569437136e-03,8.902491277487987022e-05
1.841278639093853209e-04,1.053636160175811659e-01,6.827217020568462817e-07,5.447112365466871657e-03,1.020447921163757648e-05,1.803605301852856765e-05,4.636121755871649206e-06,3.417992636981794907e-03,1.183827449143059173e-02,1.020407507424361399e-01
2.777808581151058661e-11,6.619580409998977386e-04,1.438216464510298689e-03,3.704223281772680334e-05,2.890100389396767751e-12,3.121363892076144903e-08,2.405845265027950489e-05,5.302954389287888780e-10,4.315886658395113318e-01,3.828918062365637125e-03
8.625373635444895810e-11,1.186467580304821905e-04,1.534864674335608969e-01,4.341374429341991054e-04,9.425811508005183279e-10,3.758602599193884682e-06,5.087416634482146496e-03,5.093005114939351022e-08,1.414981778881974810e-03,8.310144393330559653e-02
3.211826321602367762e-09,8.217968884488297682e-06,5.493197577823931421e-02,6.006884575602508894e-03,6.451611175045504631e-10,2.999502334352077750e-06,2.322093645297036219e-05,2.285914236401065250e-09,3.107386826269809693e-03,1.680775176154804262e-01
1.844421770028479290e-01,1.216232365430750580e-03,1.152167371180990406e-03,6.496825539813916132e-03,1.528804892215957292e-02,1.067116657138728964e-03,2.807235324537572796e-02,3.768288562400416014e-04,9.098807582790169324e-02,2.479343502761522516e-02
3.632949088963070144e-02,1.579795698367215304e-10,1.587212458058727732e-11,5.032761677571632441e-12,2.209187102161251637e-01,8.300041615142272027e-16,1.460981116582322746e-10,3.648778330064044654e-04,1.725023831191647764e-13,1.282922575210346431e-08
2.748289832733919608e-02,2.303313103747807005e-05,1.356038913677503135e-02,5.383586593109461615e-06,2.671980777788476175e-02,2.585541908966820389e-06,6.025291568830979608e-06,2.412339672735010210e-01,9.128756087735429459e-05,2.315785723210488350e-03
7.032130706719505985e-03,1.285415323916999361e-11,2.505915680597853217e-16,3.260260173291966700e-05,1.774856184249914591e-04,1.035127182915753230e-01,1.318918583108745187e-03,1.140409184989455219e-02,3.728717464292242336e-12,5.849134550866083897e-16
2.557823371094359836e-13,9.627604092603181868e-07,1.463088405030054665e-10,4.081470617436506187e-01,1.275274143383321100e-11,5.322144398580561792e-02,4.467507064020076793e-04,1.731687712639807108e-10,1.921953740092697899e-06,2.891934142123814964e-10
1.679029981195343960e-06,9.156253655099345979e-06,1.000529180938620830e-08,2.155159455882089264e-02,1.575089318594328426e-05,1.761200975663430313e-01,5.056439755185655055e-02,5.666383938371044945e-06,1.028854320764345829e-04,1.455775460103266709e-08
9.832801239598013788e-06,5.671517984051843708e-01,2.204665142344386950e-04,2.647498679319240062e-05,1.290149864040223413e-04,1.147687959564350455e-07,3.532621453584130166e-05,8.436684275282155008e-06,3.569432726939437343e-04,6.815203493629586051e-02
2.305016426080178787e-02,1.280092084418362752e-01,5.344030286187904238e-02,5.704119449325373292e-02,7.838661974183653257e-04,1.367172711646327853e-03,3.854506961328117102e-03,4.670355450068974443e-03,1.605159929451941414e-01,3.378540408569106687e-03
2.964955470820324415e-02,6.483605822484493847e-04,1.418400456799053244e-01,5.193126783434786150e-05,2.348852265970265488e-02,7.529211496352615621e-08,6.808643524487458394e-06,1.173047835648838300e-02,7.029655515870854169e-04,2.898348743921360521e-02
2.547339969814112204e-02,1.576381847940269395e-03,1.278121020914631777e-02,1.247030613398155869e-05,2.049893262284609077e-03,4.612828464581031601e-05,3.902880782411977112e-02,1.335134936672283980e-02,1.128054052134307705e-01,1.857554206433759958e-01
